EntrezGene.ID	Associated.Gene.Name	Transcript.Start..bp.	Chromosome.Name
NA	CERKL	182110377	chr2
 10899	JTB	152213369	chr1
 84223	IQCG	199100346	chr3
NA	CERKL	182109644	chr2
NA	CERKL	182176068	chr2
    84623	KIRREL3	125798464	chr11
NA	JTB	152213612	chr1
     4760	NEUROD1	182249440	chr2
 57602	USP36	 74304560	chr17
  6165	RPL35A	199161449	chr3
 57515	SERINC1	122806195	chr6
NA	PRR10	126378508	chr11
  3812	KIR3DL2	 60053710	chr19
  5872	RAB13	152220756	chr1
100131294	RAB13	152220756	chr1
  2113	ETS1	127833874	chr11
    57515	SERINC1	122806198	chr6
  7077	TIMP2	 74360658	chr17
     5570	PKIB	123015576	chr6
    89782	LMLN	199171468	chr3
     5570	PKIB	123080406	chr6
     5570	PKIB	122834761	chr6
    89782	LMLN	199171525	chr3
  6232	RPS27	152229862	chr1
100129905	RPS27	152229862	chr1
100130070	RPS27	152229862	chr1
100131572	RPS27	152229862	chr1
100132291	RPS27	152229862	chr1
  6744	SSFA2	182464927	chr2
     5570	PKIB	122973076	chr6
NA	AC100788.1	 74398257	chr17
NA	ETS1	127833874	chr11
NA	AC073135.3-2	199268805	chr3
     6744	SSFA2	182464957	chr2
     3959	LGALS3BP	 74478932	chr17
100133842	LGALS3BP	 74478932	chr17
NA	AC073135.3-3	199268805	chr3
     5570	PKIB	123080405	chr6
     3812	KIR3DL2	 60053710	chr19
   727787	KIR3DL2	 60053710	chr19
  2313	FLI1	128069199	chr11
     2173	FABP7	123142345	chr6
NA	KIR3DL2	 60057007	chr19
NA	SSFA2	182464957	chr2
124583	CANT1	 74500353	chr17
NA	SSFA2	182483477	chr2
NA	RPS27	152229862	chr1
   124583	CANT1	 74499394	chr17
NA	FABP7	123142603	chr6
NA	PPP1R1C	182558863	chr2
NA	FLI1	128139895	chr11
   124583	CANT1	 74501164	chr17
   151242	PPP1R1C	182558840	chr2
 10924	SMPDL3A	123152120	chr6
  3758	KCNJ1	128213125	chr11
   151242	PPP1R1C	182558994	chr2
  2204	FCAR	 60077361	chr19
NA	AC073624.1	 74526886	chr17
   134829	RLBP1L2	123358813	chr6
   114897	C1QTNF1	 74551001	chr17
    91181	NUP210L	152231794	chr1
  5136	PDE1A	182715428	chr2
   134829	RLBP1L2	123360304	chr6
NA	RLBP1L2	123359533	chr6
   114897	C1QTNF1	 74531846	chr17
NA	PDE1A	182720008	chr2
     3758	KCNJ1	128213849	chr11
   114897	C1QTNF1	 74542067	chr17
     5136	PDE1A	182741219	chr2
NA	NUP210L	152231794	chr1
   219833	C11orf45	128274678	chr11
NA	NUP210L	152231790	chr1
     5136	PDE1A	182740911	chr2
     3762	KCNJ5	128266523	chr11
NA	PDE1A	182740908	chr2
     2204	FCAR	 60077516	chr19
     2204	FCAR	 60077553	chr19
100133506	TP53AIP1	128310482	chr11
     2204	FCAR	 60077558	chr19
NA	ENGASE	 74582614	chr17
    63970	TP53AIP1	128310482	chr11
    10345	TRDN	123579182	chr6
    64772	ENGASE	 74582614	chr17
  9437	NCR1	 60109338	chr19
     7170	TPM3	152395466	chr1
NA	TRDN	123579182	chr6
NA	NCR1	 60109338	chr19
NA	TPM3	152395466	chr1
NA	AC021534.1	 74597022	chr17
NA	TRDN	123579183	chr6
NA	AC105337.7	 75295670	chr17
NA	TPM3	152395464	chr1
NA	TRDN	123861344	chr6
     7170	TPM3	152396507	chr1
NA	TRDN	123879216	chr6
     9743	AP000751.4-1	128343052	chr11
   339221	ENPP7	 75319276	chr17
NA	TRDN	123892200	chr6
NA	TPM3	152396683	chr1
   199713	NLRP7	 60126689	chr19
 54431	DNAJC10	183289244	chr2
NA	TPM3	152395457	chr1
   154215	TCBA1	124166985	chr6
NA	TPM3	152395794	chr1
NA	TCBA1	124166985	chr6
NA	TCBA1	124166988	chr6
    54431	DNAJC10	183289256	chr2
    84733	CBX2	 75366588	chr17
     7170	TPM3	152394404	chr1
NA	AP000751.4-1	128345787	chr11
   154214	RNF217	125346213	chr6
NA	RNF217	125408050	chr6
NA	RNF217	125411057	chr6
     8538	BARX2	128751091	chr11
     7170	TPM3	152400914	chr1
NA	RNF217	125408148	chr6
     2487	FRZB	183406982	chr2
    57332	CBX8	 75382773	chr17
   120224	TMEM45B	129190951	chr11
  7164	TPD52L1	125516684	chr6
 55655	NLRP2	 60169579	chr19
NA	TPM3	152406571	chr1
NA	TPM3	152406853	chr1
NA	NLRP2	 60169579	chr19
NA	TPM3	152406566	chr1
  8535	CBX4	 75421551	chr17
   388701	C1orf189	152438486	chr1
NA	CBX4	 75422353	chr17
     7164	TPD52L1	125582856	chr6
  4798	NFRKB	129238888	chr11
NA	TPD52L1	125582856	chr6
 51206	GP6	 60216885	chr19
     7164	TPD52L1	125517119	chr6
125058	TBC1D16	 75528416	chr17
NA	TPD52L1	125566484	chr6
 10787	NCKAP1	183497857	chr2
NA	TBC1D16	 75528416	chr17
    25912	C1orf43	152445807	chr1
 51020	HDDC2	125638731	chr6
    51020	HDDC2	125638195	chr6
   112724	RDH13	 60247523	chr19
    55036	CCDC40	 75625037	chr17
NA	HDDC2	125638195	chr6
    25912	C1orf43	152445828	chr1
NA	HDDC2	125662659	chr6
   142679	DUSP19	183651535	chr2
NA	CCDC40	 75625030	chr17
   142679	DUSP19	183651730	chr2
NA	C1orf43	152446276	chr1
    23493	HEY2	126112425	chr6
NA	CCDC40	 75636907	chr17
NA	C1orf43	152450834	chr1
NA	C1orf43	152451233	chr1
 56980	PRDM10	129274817	chr11
NA	HEY2	126110503	chr6
 54869	EPS8L1	 60275200	chr19
   129401	NUP35	183697328	chr2
  2548	GAA	 75689950	chr17
    54869	EPS8L1	 60279033	chr19
  9898	UBAP2L	152464180	chr1
NA	NUP35	183697404	chr2
   135112	ESNA1	126144000	chr6
NA	NUP35	183690487	chr2
     9898	UBAP2L	152464180	chr1
    54869	EPS8L1	 60283674	chr19
 91752	ZNF804A	185171932	chr2
NA	UBAP2L	152459279	chr1
   135112	ESNA1	126153809	chr6
   334	APLP2	129445011	chr11
     9898	UBAP2L	152459279	chr1
NA	UBAP2L	152460047	chr1
NA	ESNA1	126262835	chr6
NA	UBAP2L	152496283	chr1
NA	ESNA1	126282145	chr6
NA	FSIP2	186318512	chr2
NA	ESNA1	126282196	chr6
NA	AC008174.2-1	186367606	chr2
NA	AC008174.2-1	186367590	chr2
   135114	HINT3	126319564	chr6
    54776	LENG3	 60294095	chr19
   401024	AC008174.2-2	186378006	chr2
 10456	HAX1	152511663	chr1
  9775	EIF4A3	 75723614	chr17
NA	AC008174.2-2	186379658	chr2
NA	LENG3	 60294095	chr19
    89872	AQP10	152560216	chr1
NA	AQP10	152560220	chr1
  6768	ST14	129534892	chr11
 55854	ZC3H15	187059130	chr2
 60487	TRMT11	126349269	chr6
 79092	CARD14	 75766869	chr17
NA	AC018867.5	187070085	chr2
     7138	TNNT1	 60336008	chr19
NA	TRMT11	126349318	chr6
 29068	ZBTB44	129597423	chr11
 57198	ATP8B2	152566900	chr1
    79092	CARD14	 75776194	chr17
NA	TRMT11	126349324	chr6
    29068	ZBTB44	129601789	chr11
NA	ZBTB44	129601789	chr11
   387103	C6orf173	126702946	chr6
    57198	ATP8B2	152564660	chr1
  6448	SGSH	 75797685	chr17
     7137	TNNI3	 60354950	chr19
NA	ATP8B2	152564654	chr1
NA	C6orf173	126703013	chr6
  3685	ITGAV	187163045	chr2
NA	ATP8B2	152568088	chr1
NA	AP002986.2	129689629	chr11
NA	ATP8B2	152567899	chr1
NA	RSPO3	127481749	chr6
    11095	ADAMTS8	129780030	chr11
    84870	RSPO3	127481749	chr6
  3570	IL6R	152644293	chr1
   284129	SLC26A11	 75808824	chr17
   652834	SLC26A11	 75808824	chr17
 81847	RNF146	127629448	chr6
   170689	ADAMTS15	129824079	chr11
NA	C19orf51	 60361843	chr19
    81847	RNF146	127629713	chr6
   165215	FAM171B	187267034	chr2
NA	C11orf44	130048061	chr11
   352909	C19orf51	 60361845	chr19
    81847	RNF146	127629687	chr6
NA	C19orf51	 60361845	chr19
NA	FAM171B	187267034	chr2
399979	SNX19	130250977	chr11
   151112	ZSWIM2	187400452	chr2
   126669	SHE	152718581	chr1
     6861	SYT5	 60376281	chr19
 55862	ECHDC1	127651550	chr6
    57714	KIAA1618	 75849262	chr17
NA	ECHDC1	127651554	chr6
   126668	TDRD10	152741319	chr1
    50863	HNT	130745912	chr11
 10203	CALCRL	187916099	chr2
    55862	ECHDC1	127651554	chr6
NA	TDRD10	152741319	chr1
NA	TDRD10	152760466	chr1
    50863	HNT	131286107	chr11
NA	TDRD10	152778649	chr1
    50863	HNT	131286572	chr11
    10203	CALCRL	187916101	chr2
NA	TDRD10	152781148	chr1
    10203	CALCRL	187918899	chr2
     5794	PTPRH	 60384428	chr19
     4978	OPCML	131790085	chr11
NA	CALCRL	187956216	chr2
NA	AC007319.2	188001309	chr2
NA	ECHDC1	127652470	chr6
NA	PTPRH	 60384428	chr19
    55862	ECHDC1	127652773	chr6
NA	ECHDC1	127689719	chr6
   255043	TMEM86B	 60429928	chr19
  7035	TFPI	188037205	chr2
     9729	C6orf174	127803428	chr6
   219938	SPATA19	133215727	chr11
 55585	UBE2Q1	152787675	chr1
    57674	RNF213	 75928321	chr17
     9729	C6orf174	127806545	chr6
     7035	TFPI	188037202	chr2
NA	C6orf174	127803181	chr6
     7035	TFPI	188051553	chr2
    22997	IGSF9B	133290395	chr11
     1141	CHRNB2	152806881	chr1
     7035	TFPI	188051550	chr2
   387104	AL096711.9	127813023	chr6
NA	AP000911.5	133407377	chr11
   284131	AC120024.22-1	 76003579	chr17
NA	TFPI	188057745	chr2
NA	AC120024.22-1	 76003579	chr17
 22870	SAPS1	 60432960	chr19
   352999	C6orf58	127940012	chr6
   387357	C6orf190	128071039	chr6
NA	AC120024.22-2	 76003562	chr17
 51454	GULP1	188865635	chr2
 83700	JAM3	133444030	chr11
NA	C6orf190	128070910	chr6
     4884	NPTX1	 76055228	chr17
    51454	GULP1	188864849	chr2
NA	GULP1	188865012	chr2
    51454	GULP1	188865804	chr2
   103	ADAR	152821162	chr1
    51454	GULP1	188866790	chr2
NA	GULP1	188864641	chr2
NA	GULP1	188864918	chr2
    23640	HSPBP1	 60465520	chr19
NA	GULP1	188865811	chr2
NA	GULP1	188864986	chr2
   116093	DIRC1	189306757	chr2
NA	HSPBP1	 60465536	chr19
      103	ADAR	152821167	chr1
    23310	NCAPD3	133527547	chr11
    57521	AC127496.5-2	 76133220	chr17
  5796	PTPRK	128331627	chr6
   112936	VPS26B	133599771	chr11
    79643	CHMP6	 76580290	chr17
     3782	KCNN3	152946541	chr1
100133958	KCNN3	152946541	chr1
NA	PTPRK	128331627	chr6
  1281	COL3A1	189547344	chr2
NA	BRSK1	 60487139	chr19
NA	AC127496.5-3	 76617528	chr17
 29087	THYN1	133623383	chr11
    84446	BRSK1	 60487346	chr19
   284417	TMEM224	 60516039	chr19
100133958	KCNN3	152947052	chr1
NA	COL3A1	189547344	chr2
NA	PTPRK	128332734	chr6
    84787	SUV420H2	 60543076	chr19
 10654	PMVK	153163835	chr1
    10458	BAIAP2	 76623557	chr17
 27034	ACAD8	133628644	chr11
NA	PTPRK	128333061	chr6
NA	SUV420H2	 60543066	chr19
NA	PTPRK	128363110	chr6
    10458	BAIAP2	 76623546	chr17
NA	ACAD8	133628672	chr11
   125965	COX6B2	 60552888	chr19
 57326	PBXIP1	153183188	chr1
NA	PTPRK	128598428	chr6
   284418	FAM71E2	 60560815	chr19
100133695	FAM71E2	 60560815	chr19
NA	PTPRK	128600849	chr6
   112937	GLB1L3	133650674	chr11
NA	GLB1L3	133651485	chr11
NA	PTPRK	128835533	chr6
     3589	IL11	 60567569	chr19
NA	PTPRK	128881864	chr6
    57326	PBXIP1	153184053	chr1
  9625	AATK	 76705703	chr17
   651771	AATK	 76705703	chr17
NA	GLB1L3	133652266	chr11
NA	PBXIP1	153184053	chr1
NA	PBXIP1	153183176	chr1
   147744	TMEM190	 60580016	chr19
NA	PBXIP1	153186198	chr1
     1290	COL5A2	189604886	chr2
NA	AATK	 76705703	chr17
NA	PBXIP1	153187467	chr1
    90780	PYGO2	153196127	chr1
  6158	RPL28	 60589112	chr19
    89944	GLB1L2	133707016	chr11
NA	PYGO2	153197840	chr1
    89944	GLB1L2	133707166	chr11
    27338	UBE2S	 60604464	chr19
   731049	UBE2S	 60604464	chr19
    22994	AZI1	 76777988	chr17
  3908	LAMA2	129245979	chr6
 27087	B3GAT1	133753610	chr11
   729956	AC135592.2	 60636335	chr19
    84128	WDR75	190014404	chr2
 79763	ISOC2	 60656168	chr19
  6464	SHC1	153201399	chr1
   729305	AP001999.4	134110677	chr11
    89887	ZNF628	 60679511	chr19
NA	ZNF628	 60679511	chr19
   146705	C17orf56	 76816674	chr17
     3908	LAMA2	129245979	chr6
    57106	NAT14	 60688406	chr19
    30061	SLC40A1	190133563	chr2
NA	C17orf56	 76816674	chr17
NA	AC008735.9	 60691676	chr19
NA	SHC1	153201399	chr1
   646643	SBK2	 60732912	chr19
   163033	ZNF579	 60780705	chr19
   124565	SLC38A10	 76833396	chr17
 54529	ASNSD1	190234391	chr2
    84922	FIZ1	 60794558	chr19
   124565	SLC38A10	 76839610	chr17
   147807	ZNF524	 60803542	chr19
   284185	C17orf55	 76891219	chr17
    93663	ARHGAP18	129939934	chr6
     6464	SHC1	153201398	chr1
   147808	ZNF784	 60823919	chr19
   284186	TMEM105	 76899669	chr17
   150709	ANKAR	190249675	chr2
NA	ARHGAP18	129938970	chr6
   253582	C6orf191	130194082	chr6
NA	AC110285.14	 77004390	chr17
 51157	ZNF580	 60844204	chr19
NA	SHC1	153203190	chr1
    51545	ZNF581	 60846798	chr19
NA	ANKAR	190249675	chr2
NA	AC139149.5-1	 76987561	chr17
  1163	CKS1B	153213799	chr1
   729964	CKS1B	153213799	chr1
    29903	CCDC106	 60850766	chr19
 64172	OSGEPL1	190319631	chr2
    84456	L3MBTL3	130381427	chr6
NA	CKS1B	153213783	chr1
NA	CKS1B	153213753	chr1
 11338	U2AF2	 60857228	chr19
    84456	L3MBTL3	130382205	chr6
    94101	ORMDL1	190343295	chr2
    94101	ORMDL1	190344288	chr2
    29924	EPN1	 60878404	chr19
   154075	SAMD3	130507153	chr6
 80308	FLAD1	153222441	chr1
    94101	ORMDL1	190344283	chr2
NA	ORMDL1	190347696	chr2
NA	SAMD3	130538596	chr6
   154075	SAMD3	130546136	chr6
   154075	SAMD3	130545826	chr6
   114801	KIAA1913	130799955	chr6
NA	FLAD1	153222452	chr1
   114801	KIAA1913	130728572	chr6
   338321	NLRP9	 60911610	chr19
    80308	FLAD1	153222473	chr1
NA	NLRP9	 60914611	chr19
NA	FLAD1	153222465	chr1
   342931	RFPL4A	 60964979	chr19
100133984	RFPL4A	 60964979	chr19
  5378	PMS1	190357355	chr2
NA	FLAD1	153222467	chr1
   729974	AC008749.6-2	 60974983	chr19
NA	FLAD1	153222473	chr1
NA	PMS1	190357355	chr2
NA	FLAD1	153227157	chr1
NA	FLAD1	153227641	chr1
     5378	PMS1	190357472	chr2
    55891	LENEP	153232686	chr1
NA	PMS1	190357421	chr2
  2037	EPB41L2	131202183	chr6
NA	PMS1	190391098	chr2
    55891	LENEP	153232688	chr1
   204801	NLRP11	 60988582	chr19
 51043	ZBTB7B	153241736	chr1
NA	AC019178.7-3	190496307	chr2
NA	NLRP11	 60988582	chr19
    71	ACTG1	 77091594	chr17
NA	EPB41L2	131202183	chr6
    51043	ZBTB7B	153253548	chr1
     2660	MSTN	190628674	chr2
     2037	EPB41L2	131202180	chr6
   147945	NLRP4	 61055199	chr19
   127579	DCST2	153257627	chr1
NA	EPB41L2	131220964	chr6
NA	DCST2	153257631	chr1
NA	DCST2	153262671	chr1
NA	NLRP4	 61055199	chr19
   149095	DCST1	153272924	chr1
  9465	AKAP7	131508154	chr6
   126204	NLRP13	 61099123	chr19
NA	DCST1	153272924	chr1
NA	DCST1	153273070	chr1
NA	DCST1	153273041	chr1
     9465	AKAP7	131613197	chr6
    25794	FSCN2	 77110153	chr17
   126205	NLRP8	 61151010	chr19
    84281	AC010679.1	190753834	chr2
NA	C17orf70	 77117388	chr17
    84281	AC010679.1	190710731	chr2
   126206	NLRP5	 61202904	chr19
    84281	AC010679.1	190753453	chr2
    80233	C17orf70	 77117388	chr17
    84281	AC010679.1	190753926	chr2
   383	ARG1	131936058	chr6
NA	NLRP5	 61202904	chr19
NA	NLRP5	 61206892	chr19
      383	ARG1	131936058	chr6
126208	ZNF787	 61290544	chr19
 55666	NPLOC4	 77134359	chr17
 55311	ZNF444	 61344368	chr19
 26275	HIBCH	190777606	chr2
    55311	ZNF444	 61349424	chr19
NA	NPLOC4	 77139252	chr17
NA	AC024580.6-1	 61353266	chr19
    83882	TSPAN10	 77219754	chr17
NA	AC024580.6-1	 61354126	chr19
     8751	ADAM15	153290386	chr1
NA	HIBCH	190777986	chr2
     5148	PDE6G	 77227894	chr17
    85569	GALP	 61379201	chr19
    26275	HIBCH	190776892	chr2
NA	HIBCH	190825137	chr2
   342933	ZSCAN5B	 61392870	chr19
  9439	CRSP3	131936801	chr6
     9439	CRSP3	131936801	chr6
   339229	C17orf90	 77242472	chr17
NA	HIBCH	190777606	chr2
   649137	ZSCAN5C	 61409095	chr19
NA	ADAM15	153290386	chr1
   339230	CCDC137	 77244182	chr17
    79149	ZSCAN5A	 61424493	chr19
NA	ADAM15	153290416	chr1
NA	CRSP3	131949582	chr6
  3628	INPP1	190916663	chr2
     9439	CRSP3	131949566	chr6
   339231	ARL16	 77258610	chr17
     3628	INPP1	190916680	chr2
NA	AC011506.3	 61450079	chr19
NA	INPP1	190929488	chr2
NA	ZNF542	 61571500	chr19
NA	CRSP3	131950078	chr6
  1945	EFNA4	153302837	chr1
NA	CRSP3	131961084	chr6
    54842	MFSD6	191008943	chr2
   147948	ZNF582	 61586460	chr19
    54842	MFSD6	190981326	chr2
  9146	HGS	 77261425	chr17
     1944	EFNA3	153317972	chr1
100131211	TMEM194B	191077313	chr2
NA	ZNF582	 61587350	chr19
NA	TMEM194B	191089235	chr2
   147949	ZNF583	 61607530	chr19
     6182	MRPL12	 77280812	chr17
  4664	NAB1	191222093	chr2
     5169	ENPP3	132000135	chr6
     1942	EFNA1	153366560	chr1
NA	ZNF667	 61643020	chr19
NA	MRPL12	 77280937	chr17
    63934	ZNF667	 61643020	chr19
NA	NAB1	191222093	chr2
NA	SLC25A10	 77289742	chr17
    79541	OR2A7	132063302	chr6
   401427	OR2A7	132063302	chr6
NA	ZNF667	 61644349	chr19
NA	AC005587.1-2	132073197	chr6
     1468	SLC25A10	 77289742	chr17
     4664	NAB1	191222041	chr2
100128252	AC004696.1	 61681364	chr19
 55974	RAG1AP1	153374444	chr1
NA	NAB1	191232030	chr2
    55974	RAG1AP1	153374950	chr1
    57573	ZNF471	 61711024	chr19
    55974	RAG1AP1	153374958	chr1
   116729	DYSFIP1	 77384657	chr17
NA	RAG1AP1	153375012	chr1
  5167	ENPP1	132170853	chr6
    54344	DPM3	153378991	chr1
  2744	GLS	191453842	chr2
    54344	DPM3	153378993	chr1
  5034	P4HB	 77394323	chr17
   140612	ZFP28	 61742129	chr19
NA	GLS	191453842	chr2
   200185	KRTCAP2	153408509	chr1
NA	GLS	191499975	chr2
NA	ENPP1	132170853	chr6
NA	GLS	191500643	chr2
   388566	ZNF470	 61770707	chr19
NA	GLS	191500664	chr2
NA	ZNF470	 61777462	chr19
    58491	ZNF71	 61798504	chr19
     1490	CTGF	132311014	chr6
    80128	TRIM46	153412984	chr1
    90485	ZNF835	 61866765	chr19
   396	ARHGDIA	 77418887	chr17
NA	TRIM46	153413000	chr1
NA	TRIM46	153412970	chr1
  6772	STAT1	191542121	chr2
NA	PEG3AS	 61977742	chr19
NA	TRIM46	153414015	chr1
    10189	THOC4	 77439017	chr17
NA	TRIM46	153413009	chr1
    23619	PEG3AS	 61977742	chr19
 26002	MOXD1	132658887	chr6
NA	PEG3AS	 62016855	chr19
     6772	STAT1	191543262	chr2
    51529	ANAPC11	 77442895	chr17
NA	MOXD1	132658901	chr6
     5178	PEG3AS	 62015615	chr19
     6772	STAT1	191548613	chr2
NA	MOXD1	132753254	chr6
100131844	ANAPC11	 77442895	chr17
     6772	STAT1	191548508	chr2
NA	PEG3AS	 62015615	chr19
    51529	ANAPC11	 77442918	chr17
100131844	ANAPC11	 77442918	chr17
  8417	STX7	132822574	chr6
    57663	USP29	 62283753	chr19
    51529	ANAPC11	 77443114	chr17
100131844	ANAPC11	 77443114	chr17
    57663	USP29	 62325505	chr19
     8417	STX7	132820747	chr6
  6775	STAT4	191602551	chr2
NA	STX7	132824666	chr6
  4582	MUC1	153424926	chr1
    83551	TAAR8	132915525	chr6
   319100	TAAR6	132933154	chr6
   256933	NPB	 77453364	chr17
   653419	NPB	 77453364	chr17
   114026	ZIM3	 62337276	chr19
NA	TAAR5	132951505	chr6
     6775	STAT4	191602547	chr2
NA	STAT4	191704462	chr2
     9038	TAAR5	132951505	chr6
     4582	MUC1	153424926	chr1
   503835	DUXA	 62354906	chr19
     9287	TAAR2	132979982	chr6
  9422	ZNF264	 62394681	chr19
   134864	TAAR1	133007816	chr6
     5833	PCYT2	 77455384	chr17
  8876	VNN1	133044438	chr6
     6795	AURKC	 62434240	chr19
  4430	MYO1B	191818375	chr2
NA	ZNF805	 62456615	chr19
 51547	SIRT7	 77463107	chr17
 55350	VNN3	133085621	chr6
    10794	ZNF460	 62483665	chr19
    55350	VNN3	133085621	chr6
  4097	MAFG	 77469441	chr17
     4430	MYO1B	191818499	chr2
NA	MUC1	153424924	chr1
     4582	MUC1	153425223	chr1
NA	MYO1B	191849856	chr2
NA	MUC1	153426558	chr1
NA	MYO1B	191835970	chr2
    55350	VNN3	133094260	chr6
   125919	ZNF543	 62523689	chr19
    55350	VNN3	133096341	chr6
 64859	OBFC2A	192251503	chr2
NA	ZNF543	 62526778	chr19
NA	OBFC2A	192251107	chr2
NA	ZNF304	 62554487	chr19
  8875	VNN2	133106703	chr6
    57343	ZNF304	 62554487	chr19
     7059	THBS3	153432005	chr1
NA	ZNF547	 62571736	chr19
     5831	PYCR1	 77483560	chr17
NA	OBFC2A	192251175	chr2
   284306	ZNF547	 62566703	chr19
     8436	SDR	192407295	chr2
     5831	PYCR1	 77484047	chr17
   147694	ZNF548	 62581948	chr19
  4580	MTX1	153445114	chr1
   116843	C6orf192	133132200	chr6
NA	ZNF548	 62581948	chr19
NA	GBAP	153450240	chr1
NA	C6orf192	133132200	chr6
NA	GBAP	153450745	chr1
NA	C6orf192	133137074	chr6
     7565	ZNF17	 62614341	chr19
   255275	MYADML2	 77490812	chr17
NA	MYADML2	 77491066	chr17
  6206	RPS12	133177401	chr6
   391370	RPS12	133177401	chr6
   727997	RPS12	133177401	chr6
    23671	TMEFF2	192522996	chr2
388567	ZNF749	 62638509	chr19
   147111	NOTUM	 77503678	chr17
NA	ZNF749	 62638505	chr19
NA	NOTUM	 77503689	chr17
  2629	GBA	153470868	chr1
     6206	RPS12	133177374	chr6
   391370	RPS12	133177374	chr6
   727997	RPS12	133177374	chr6
    57191	VN1R1	 62658605	chr19
NA	TMEFF2	192522014	chr2
NA	TMEFF2	192749714	chr2
     2629	GBA	153470867	chr1
   400720	ZNF772	 62672767	chr19
    57181	SLC39A10	196230184	chr2
     2070	EYA4	133604188	chr6
NA	ZNF772	 62676454	chr19
NA	C1orf2	153483811	chr1
    57181	SLC39A10	196229716	chr2
    79058	ASPSCR1	 77528715	chr17
   648581	ASPSCR1	 77528715	chr17
 79744	ZNF419	 62678800	chr19
NA	ASPSCR1	 77528810	chr17
NA	C1orf2	153484175	chr1
NA	ZNF419	 62690891	chr19
NA	C1orf2	153483621	chr1
    79744	ZNF419	 62690891	chr19
     6943	TCF21	134251969	chr6
    10712	C1orf2	153483621	chr1
   201254	STRA13	 77569869	chr17
NA	STRA13	 77569868	chr17
     6943	TCF21	134251970	chr6
NA	C1orf2	153483632	chr1
   201255	LRRC45	 77574569	chr17
   648576	LRRC45	 77574569	chr17
NA	ZNF773	 62703121	chr19
   374928	ZNF773	 62703121	chr19
  5881	RAC3	 77582821	chr17
   256051	ZNF549	 62730505	chr19
  9519	TBPL1	134315994	chr6
NA	ZNF549	 62730573	chr19
 10067	SCAMP3	153492397	chr1
NA	TBPL1	134316026	chr6
NA	ZNF550	 62745020	chr19
 51181	DCXR	 77587046	chr17
NA	TBPL1	134316055	chr6
   162972	ZNF550	 62745020	chr19
   154091	SLC2A12	134349964	chr6
 56171	DNAH7	196310673	chr2
  5986	RFNG	 77599067	chr17
  1196	CLK2	153499284	chr1
    55659	ZNF416	 62774747	chr19
NA	ZNF416	 62775362	chr19
     1196	CLK2	153499284	chr1
NA	DNAH7	196310672	chr2
NA	CLK2	153499289	chr1
NA	DNAH7	196571729	chr2
   284307	ZIK1	 62787440	chr19
     6446	SGK1	134532094	chr6
NA	GPS1	 77603067	chr17
NA	ZIK1	 62787322	chr19
  9262	STK17B	196709913	chr2
     2873	GPS1	 77603067	chr17
   348327	ZNF530	 62803065	chr19
    57657	HCN3	153513998	chr1
     2873	GPS1	 77603052	chr17
  7693	ZNF134	 62822649	chr19
     9262	STK17B	196710416	chr2
